ticket_id,trip_id,sold_at,payment_method,fare_kzt,passenger_type
38864,10349,2025-05-08T09:28:09,card,103.0,adult
38865,1502,2025-08-15T23:20:09,cash,106.0,adult
38866,1638,2025-06-08T03:44:09,cash,86.0,adult
38867,10611,2025-07-22T21:28:09,card,82.0,adult
38868,10464,2025-07-29T16:48:09,card,86.0,student
38869,3839,2025-05-04T11:59:09,cash,101.0,adult
38870,4395,2025-05-26T18:05:09,card,102.0,student
38871,2972,2025-05-15T04:51:09,card,89.0,adult
38872,4614,2025-05-13T20:14:09,card,80.0,adult
38873,261,2025-05-06T02:04:09,card,147.0,student
38874,6049,2025-09-16T14:25:09,cash,91.0,adult
38875,9024,2025-05-28T20:13:09,card,90.0,adult
38876,9219,2025-06-10T18:31:09,card,107.0,student
38877,6181,2025-05-24T21:44:09,cash,79.0,adult
38878,5071,2025-05-11T04:37:09,qr,77.0,adult
38879,1524,2025-04-26T20:19:09,card,69.0,adult
38880,7933,2025-09-18T16:15:09,cash,108.0,adult
38881,5474,2025-05-25T12:50:09,qr,135.0,adult
38882,2042,2025-09-17T15:54:09,card,50.0,adult
38883,5939,2025-03-27T18:23:09,card,81.0,adult
38884,3542,2025-07-09T17:17:09,card,85.0,adult
38885,1007,2025-05-06T14:37:09,card,113.0,student
38886,11375,2025-04-10T17:11:09,card,76.0,adult
38887,10220,2025-08-23T21:12:09,card,70.0,adult
38888,5041,2025-05-21T21:51:09,card,113.0,senior
38889,10897,2025-06-05T10:15:09,cash,70.0,student
38890,8717,2025-08-29T11:35:09,qr,52.0,adult
38891,4906,2025-05-10T20:39:09,cash,79.0,student
38892,955,2025-08-02T05:57:09,card,77.0,adult
38893,11839,2025-07-22T16:20:09,card,93.0,adult
38894,364,2025-07-08T14:56:09,cash,75.0,adult
38895,11113,2025-06-10T04:41:09,card,83.0,student
38896,632,2025-05-28T02:09:09,card,86.0,student
38897,9861,2025-05-18T11:45:09,card,50.0,adult
38898,8418,2025-07-29T00:54:09,card,126.0,adult
38899,9236,2025-05-01T05:56:09,card,124.0,adult
38900,681,2025-07-19T00:18:09,card,94.0,adult
38901,10931,2025-05-02T09:34:09,card,50.0,adult
38902,7225,2025-08-25T11:01:09,card,104.0,adult
38903,10304,2025-09-14T01:21:09,card,89.0,adult
38904,3009,2025-07-24T03:30:09,card,106.0,adult
38905,5875,2025-04-01T17:33:09,card,106.0,adult
38906,1685,2025-04-15T00:35:09,qr,68.0,adult
38907,8209,2025-03-25T20:36:09,card,93.0,adult
38908,8313,2025-09-11T04:00:09,cash,127.0,adult
38909,1440,2025-09-14T22:07:09,card,81.0,senior
38910,6528,2025-05-25T02:29:09,card,115.0,student
38911,7267,2025-04-11T09:40:09,card,61.0,student
38912,10695,2025-08-08T01:52:09,cash,111.0,adult
38913,1263,2025-05-30T19:12:09,cash,50.0,student
38914,8727,2025-09-10T19:27:09,card,84.0,adult
38915,7413,2025-07-01T18:27:09,card,55.0,adult
38916,3873,2025-08-09T19:08:09,qr,121.0,adult
38917,2318,2025-09-08T12:10:09,cash,83.0,adult
38918,1519,2025-05-29T17:30:09,cash,94.0,student
38919,1210,2025-07-30T02:07:09,card,107.0,senior
38920,7647,2025-04-27T03:00:09,cash,69.0,adult
38921,8584,2025-08-12T00:47:09,cash,115.0,student
38922,4170,2025-08-17T09:04:09,cash,121.0,student
38923,11130,2025-07-16T07:18:09,card,75.0,adult
38924,1987,2025-07-04T01:00:09,card,97.0,adult
38925,1715,2025-04-20T09:38:09,card,114.0,adult
38926,6877,2025-07-10T21:37:09,card,90.0,student
38927,8781,2025-08-21T09:45:09,qr,115.0,adult
38928,7941,2025-08-12T01:43:09,card,92.0,adult
38929,11786,2025-08-22T12:03:09,cash,81.0,student
38930,3427,2025-05-17T18:31:09,card,102.0,adult
38931,4477,2025-05-31T15:18:09,card,80.0,student
38932,8661,2025-07-19T20:21:09,card,69.0,student
38933,3019,2025-04-13T14:01:09,card,99.0,senior
38934,817,2025-03-28T15:13:09,card,68.0,student
38935,8734,2025-08-29T03:35:09,card,100.0,student
38936,8757,2025-04-06T22:30:09,cash,97.0,adult
38937,2459,2025-08-20T04:58:09,card,89.0,adult
38938,1269,2025-08-17T07:33:09,cash,81.0,student
38939,1038,2025-07-15T19:51:09,card,89.0,adult
38940,8289,2025-06-27T19:57:09,card,53.0,adult
38941,749,2025-09-14T20:08:09,card,110.0,adult
38942,5223,2025-04-04T10:21:09,cash,51.0,adult
38943,234,2025-06-05T19:34:09,card,72.0,senior
38944,1823,2025-06-14T00:24:09,qr,92.0,student
38945,10547,2025-05-01T06:54:09,card,89.0,student
38946,254,2025-09-04T20:07:09,card,101.0,student
38947,10838,2025-05-23T08:18:09,card,82.0,adult
38948,10145,2025-05-23T10:02:09,qr,102.0,student
38949,7920,2025-07-07T09:00:09,qr,115.0,senior
38950,10557,2025-07-06T04:18:09,card,79.0,senior
38951,9512,2025-04-23T18:12:09,card,96.0,adult
38952,4441,2025-05-13T10:24:09,card,116.0,student
38953,5478,2025-07-30T11:50:09,card,95.0,senior
38954,7912,2025-07-25T16:55:09,card,71.0,adult
38955,9788,2025-04-01T10:25:09,cash,82.0,adult
38956,10437,2025-07-11T05:16:09,card,56.0,adult
38957,3452,2025-06-25T06:32:09,card,76.0,adult
38958,1075,2025-06-08T12:17:09,card,76.0,adult
38959,6100,2025-09-08T23:07:09,cash,110.0,adult
38960,6072,2025-05-24T22:20:09,qr,97.0,adult
38961,10558,2025-05-05T01:33:09,qr,113.0,adult
38962,5099,2025-09-04T16:14:09,qr,92.0,adult
38963,3811,2025-06-06T11:13:09,card,63.0,adult
38964,2587,2025-07-06T06:56:09,cash,104.0,student
38965,906,2025-04-17T22:18:09,card,94.0,adult
38966,3010,2025-06-04T22:25:09,card,99.0,student
38967,4444,2025-04-12T05:11:09,cash,105.0,adult
38968,11016,2025-09-16T22:51:09,card,96.0,adult
38969,9141,2025-06-28T19:37:09,card,110.0,student
38970,8339,2025-07-01T22:48:09,cash,89.0,adult
38971,252,2025-04-13T14:12:09,cash,79.0,adult
38972,7495,2025-03-30T17:52:09,cash,72.0,senior
38973,924,2025-06-01T18:55:09,card,83.0,adult
38974,7768,2025-07-20T23:27:09,card,89.0,student
38975,4870,2025-04-13T16:42:09,card,107.0,student
38976,4959,2025-05-06T04:36:09,card,82.0,senior
38977,4463,2025-06-22T17:24:09,card,51.0,adult
38978,9452,2025-05-29T19:22:09,cash,67.0,student
38979,370,2025-05-30T17:46:09,card,105.0,adult
38980,8950,2025-08-09T19:36:09,card,53.0,adult
38981,3474,2025-06-16T22:27:09,qr,94.0,adult
38982,5236,2025-06-30T08:36:09,qr,91.0,student
38983,8065,2025-06-25T03:23:09,card,79.0,adult
38984,1761,2025-05-12T21:02:09,card,76.0,adult
38985,1891,2025-06-24T23:30:09,card,144.0,adult
38986,1170,2025-04-25T12:22:09,cash,104.0,adult
38987,2685,2025-06-21T02:04:09,cash,60.0,adult
38988,9540,2025-06-08T18:15:09,cash,110.0,adult
38989,1547,2025-04-17T16:55:09,card,73.0,adult
38990,8434,2025-09-04T17:17:09,qr,89.0,adult
38991,6190,2025-08-29T22:20:09,cash,102.0,adult
38992,5398,2025-04-13T12:26:09,card,97.0,adult
38993,9775,2025-04-05T01:42:09,cash,101.0,student
38994,1634,2025-07-11T19:58:09,card,89.0,adult
38995,538,2025-05-18T14:58:09,card,78.0,adult
38996,9281,2025-09-06T13:46:09,cash,79.0,adult
38997,1559,2025-04-29T03:01:09,qr,94.0,student
38998,4310,2025-06-16T02:59:09,cash,71.0,adult
38999,8430,2025-04-15T09:10:09,card,101.0,adult
39000,9321,2025-04-26T02:39:09,cash,57.0,student
39001,8323,2025-08-31T17:12:09,qr,97.0,adult
39002,8391,2025-08-20T04:10:09,card,80.0,adult
39003,4550,2025-07-22T22:12:09,cash,125.0,student
39004,11161,2025-06-30T04:00:09,card,134.0,adult
39005,2753,2025-04-14T23:32:09,qr,98.0,adult
39006,815,2025-05-24T00:37:09,card,62.0,adult
39007,10176,2025-08-08T09:20:09,card,94.0,adult
39008,7721,2025-05-21T00:20:09,card,105.0,adult
39009,6305,2025-06-21T15:25:09,card,85.0,student
39010,9511,2025-05-31T08:10:09,card,123.0,adult
39011,8750,2025-03-27T21:42:09,qr,89.0,adult
39012,3498,2025-05-04T11:25:09,card,105.0,adult
39013,369,2025-05-31T02:58:09,card,110.0,student
39014,8844,2025-04-09T01:29:09,card,50.0,adult
39015,8588,2025-06-19T15:36:09,card,67.0,adult
39016,3574,2025-08-04T01:07:09,card,102.0,student
39017,4009,2025-07-04T01:02:09,card,94.0,adult
39018,7620,2025-09-14T06:37:09,cash,120.0,student
39019,759,2025-03-31T18:29:09,card,102.0,adult
39020,8167,2025-06-06T06:47:09,card,128.0,adult
39021,2006,2025-08-12T03:08:09,card,86.0,senior
39022,10742,2025-06-16T08:26:09,card,86.0,adult
39023,1740,2025-09-12T23:21:09,cash,57.0,adult
39024,11411,2025-06-17T16:05:09,card,70.0,senior
39025,5364,2025-05-14T02:40:09,card,102.0,student
39026,11962,2025-07-30T13:29:09,card,79.0,adult
39027,9422,2025-08-23T07:09:09,qr,97.0,adult
39028,8327,2025-08-15T08:52:09,card,108.0,adult
39029,2296,2025-09-03T22:31:09,card,94.0,adult
39030,6948,2025-04-05T06:25:09,card,54.0,adult
39031,2491,2025-09-01T17:30:09,card,102.0,adult
39032,8194,2025-08-17T10:11:09,cash,71.0,student
39033,4473,2025-05-16T21:41:09,card,79.0,student
39034,8968,2025-04-22T20:00:09,qr,99.0,student
39035,3725,2025-09-13T21:30:09,card,109.0,adult
39036,9789,2025-07-12T02:33:09,card,116.0,senior
39037,5856,2025-06-03T17:40:09,qr,114.0,student
39038,3492,2025-06-16T15:55:09,card,91.0,adult
39039,11889,2025-06-20T07:57:09,card,75.0,adult
39040,8507,2025-06-03T02:27:09,card,53.0,adult
39041,2653,2025-05-12T05:58:09,cash,91.0,student
39042,2305,2025-08-09T21:53:09,card,119.0,adult
39043,9831,2025-05-11T08:10:09,card,93.0,adult
39044,1237,2025-04-28T16:41:09,card,107.0,adult
39045,1381,2025-04-05T17:57:09,cash,127.0,adult
39046,9519,2025-03-30T05:09:09,card,87.0,adult
39047,1598,2025-08-03T13:30:09,card,54.0,adult
39048,6963,2025-04-20T03:32:09,card,107.0,adult
39049,10843,2025-05-12T10:33:09,qr,58.0,student
39050,5712,2025-06-01T16:42:09,cash,68.0,adult
39051,11649,2025-06-11T22:50:09,qr,104.0,adult
39052,4779,2025-06-08T04:47:09,card,71.0,adult
39053,8906,2025-06-01T07:25:09,card,50.0,student
39054,3068,2025-07-01T10:17:09,cash,69.0,adult
39055,4404,2025-07-20T06:24:09,card,92.0,student
39056,7035,2025-04-09T04:16:09,card,93.0,adult
39057,4410,2025-04-11T04:59:09,qr,90.0,adult
39058,1023,2025-03-28T02:58:09,card,127.0,adult
39059,4326,2025-04-04T06:08:09,cash,98.0,adult
39060,8361,2025-09-02T01:35:09,card,86.0,adult
39061,5551,2025-05-29T08:33:09,card,92.0,adult
39062,5852,2025-05-19T14:32:09,card,113.0,adult
39063,2161,2025-08-28T19:44:09,card,91.0,adult
39064,7567,2025-06-02T14:44:09,card,111.0,student
39065,5728,2025-09-20T12:21:09,card,109.0,adult
39066,380,2025-06-17T19:32:09,card,95.0,adult
39067,7956,2025-07-24T19:15:09,cash,102.0,adult
39068,4492,2025-06-13T04:59:09,cash,112.0,adult
39069,1144,2025-04-04T08:20:09,card,52.0,student
39070,4796,2025-07-07T21:50:09,qr,95.0,adult
39071,6114,2025-08-15T06:06:09,card,78.0,student
39072,6934,2025-06-28T05:32:09,card,110.0,student
39073,6778,2025-06-25T15:40:09,cash,72.0,student
39074,10823,2025-08-06T19:14:09,qr,129.0,student
39075,5806,2025-06-20T08:59:09,qr,110.0,adult
39076,8601,2025-04-17T19:20:09,card,87.0,student
39077,8228,2025-05-29T22:16:09,card,97.0,adult
39078,9674,2025-06-18T02:35:09,card,119.0,adult
39079,10730,2025-04-15T15:39:09,cash,93.0,adult
39080,9105,2025-05-06T11:20:09,card,70.0,adult
39081,11824,2025-07-05T19:26:09,card,57.0,student
39082,2348,2025-08-08T08:54:09,card,96.0,adult
39083,8833,2025-04-03T12:38:09,cash,79.0,adult
39084,6162,2025-04-19T11:38:09,card,96.0,adult
39085,3619,2025-05-01T17:44:09,card,86.0,adult
39086,8821,2025-05-21T19:51:09,card,111.0,student
39087,11710,2025-07-23T05:45:09,card,130.0,adult
39088,6430,2025-09-12T06:27:09,card,99.0,senior
39089,9269,2025-09-11T10:55:09,cash,107.0,student
39090,11394,2025-04-06T01:57:09,card,114.0,student
39091,301,2025-07-18T05:48:09,card,106.0,adult
39092,6218,2025-08-23T03:58:09,cash,120.0,adult
39093,11872,2025-04-16T20:52:09,card,68.0,senior
39094,6575,2025-05-31T05:46:09,qr,103.0,adult
39095,1861,2025-04-17T09:28:09,qr,121.0,student
39096,1439,2025-09-01T19:01:09,card,50.0,adult
39097,3665,2025-05-29T04:00:09,card,93.0,adult
39098,950,2025-04-28T19:51:09,cash,80.0,adult
39099,1966,2025-04-27T14:01:09,qr,67.0,adult
39100,707,2025-03-26T13:37:09,qr,82.0,adult
39101,4773,2025-08-11T11:02:09,cash,72.0,adult
39102,1796,2025-04-15T12:19:09,card,63.0,adult
39103,1978,2025-05-28T15:33:09,cash,92.0,adult
39104,8063,2025-05-19T04:42:09,card,103.0,adult
39105,1369,2025-07-25T05:48:09,card,117.0,adult
39106,2138,2025-07-21T03:09:09,qr,103.0,adult
39107,5679,2025-06-17T12:28:09,cash,83.0,adult
39108,1297,2025-08-12T15:39:09,cash,115.0,adult
39109,199,2025-05-06T21:47:09,qr,90.0,adult
39110,7354,2025-06-25T07:40:09,qr,78.0,adult
39111,9335,2025-05-13T00:11:09,qr,109.0,adult
39112,10301,2025-06-13T23:04:09,card,122.0,student
39113,135,2025-03-27T04:02:09,qr,73.0,senior
39114,397,2025-09-17T12:56:09,cash,78.0,student
39115,880,2025-07-07T05:47:09,card,114.0,adult
39116,6074,2025-09-07T07:09:09,card,106.0,student
39117,9241,2025-06-07T23:04:09,card,103.0,adult
39118,2301,2025-05-04T15:37:09,card,117.0,student
39119,10584,2025-04-06T19:55:09,card,121.0,adult
39120,10973,2025-08-29T15:33:09,card,93.0,adult
39121,10038,2025-06-29T09:38:09,qr,136.0,adult
39122,5023,2025-09-20T15:19:09,cash,141.0,adult
39123,3732,2025-07-12T02:11:09,qr,86.0,adult
39124,7767,2025-05-27T20:56:09,qr,102.0,adult
39125,11104,2025-04-07T07:14:09,cash,78.0,adult
39126,5217,2025-08-22T09:31:09,card,108.0,adult
39127,5844,2025-07-07T07:34:09,cash,65.0,adult
39128,9814,2025-07-10T03:39:09,card,72.0,adult
39129,10644,2025-08-21T11:00:09,card,93.0,student
39130,5913,2025-06-19T11:20:09,card,102.0,student
39131,11626,2025-06-22T10:20:09,card,77.0,student
39132,11351,2025-05-13T21:11:09,card,58.0,adult
39133,7430,2025-04-19T01:15:09,card,114.0,student
39134,4308,2025-09-20T03:30:09,card,83.0,adult
39135,10678,2025-04-17T23:29:09,cash,95.0,adult
39136,8658,2025-04-24T04:38:09,card,87.0,student
39137,4206,2025-03-27T12:29:09,card,117.0,adult
39138,1064,2025-09-15T03:46:09,cash,68.0,senior
39139,7318,2025-06-10T21:18:09,card,100.0,adult
39140,1945,2025-07-01T18:58:09,cash,130.0,adult
39141,3906,2025-05-19T20:43:09,cash,86.0,student
39142,6356,2025-08-02T02:02:09,cash,88.0,student
39143,10126,2025-08-05T07:22:09,qr,86.0,adult
39144,3112,2025-08-30T09:30:09,card,77.0,adult
39145,9614,2025-04-13T09:09:09,card,79.0,student
39146,708,2025-04-19T06:47:09,qr,101.0,adult
39147,8157,2025-05-15T05:52:09,card,97.0,adult
39148,2973,2025-07-19T09:18:09,qr,91.0,adult
39149,7755,2025-08-30T10:19:09,card,67.0,adult
39150,3251,2025-09-05T12:15:09,card,59.0,adult
39151,5516,2025-05-22T21:03:09,card,87.0,student
39152,7478,2025-08-23T22:29:09,card,104.0,student
39153,817,2025-05-24T01:21:09,cash,83.0,student
39154,1995,2025-06-24T22:29:09,qr,106.0,adult
39155,10419,2025-09-12T09:50:09,card,98.0,adult
39156,11141,2025-04-08T00:22:09,card,50.0,adult
39157,6364,2025-08-14T23:31:09,cash,65.0,adult
39158,3444,2025-06-18T23:23:09,cash,80.0,student
39159,3328,2025-07-08T21:31:09,card,88.0,adult
39160,11564,2025-06-09T13:32:09,card,80.0,adult
39161,9060,2025-04-15T00:49:09,card,116.0,student
39162,5083,2025-04-07T23:09:09,card,114.0,adult
39163,5474,2025-05-17T12:23:09,card,108.0,senior
39164,8787,2025-04-09T17:02:09,card,50.0,student
39165,5266,2025-04-21T05:49:09,card,98.0,adult
39166,8140,2025-08-31T17:23:09,cash,92.0,adult
39167,9218,2025-05-18T02:21:09,card,105.0,student
39168,3373,2025-07-02T05:55:09,card,87.0,adult
39169,9020,2025-05-29T06:29:09,card,95.0,adult
39170,5323,2025-06-13T21:23:09,cash,98.0,adult
39171,11744,2025-08-16T05:42:09,card,90.0,student
39172,2752,2025-06-03T19:32:09,card,85.0,adult
39173,4798,2025-03-31T09:17:09,qr,71.0,adult
39174,10615,2025-06-23T20:28:09,card,88.0,adult
39175,6743,2025-05-28T16:16:09,cash,58.0,adult
39176,10636,2025-07-17T10:53:09,card,106.0,adult
39177,1344,2025-04-13T22:41:09,card,90.0,adult
39178,4318,2025-08-01T03:44:09,cash,97.0,adult
39179,11037,2025-08-26T22:49:09,cash,64.0,adult
39180,4905,2025-08-13T20:25:09,card,70.0,student
39181,3605,2025-07-13T01:12:09,card,67.0,student
39182,3633,2025-08-18T11:22:09,card,50.0,adult
39183,10931,2025-08-27T06:36:09,qr,77.0,adult
39184,3589,2025-06-02T18:38:09,card,50.0,adult
39185,1426,2025-05-06T23:29:09,card,105.0,student
39186,1050,2025-07-05T09:04:09,qr,96.0,adult
39187,11696,2025-09-06T17:55:09,card,136.0,student
39188,7679,2025-04-08T00:41:09,card,80.0,adult
39189,11408,2025-08-10T03:40:09,card,91.0,adult
39190,9218,2025-06-03T23:56:09,card,104.0,student
39191,5670,2025-09-05T00:52:09,cash,81.0,adult
39192,4090,2025-07-11T07:01:09,card,108.0,student
39193,2700,2025-08-22T03:01:09,card,102.0,senior
39194,6022,2025-07-30T15:52:09,card,112.0,student
39195,665,2025-07-01T02:42:09,card,70.0,adult
39196,264,2025-03-27T08:57:09,qr,80.0,adult
39197,10064,2025-08-10T19:50:09,card,80.0,adult
39198,7560,2025-07-15T03:28:09,qr,83.0,adult
39199,8651,2025-07-13T08:27:09,card,58.0,adult
39200,3900,2025-03-29T01:21:09,card,103.0,adult
39201,6835,2025-05-31T14:22:09,card,96.0,student
39202,1774,2025-04-08T06:26:09,card,120.0,senior
39203,6068,2025-07-17T03:38:09,card,57.0,adult
39204,134,2025-06-25T15:23:09,card,112.0,adult
39205,6410,2025-06-18T06:22:09,cash,84.0,adult
39206,5124,2025-06-19T19:44:09,card,89.0,adult
39207,4451,2025-04-24T08:32:09,card,91.0,student
39208,8038,2025-03-30T08:49:09,qr,116.0,adult
39209,7258,2025-05-05T16:48:09,card,95.0,adult
39210,2880,2025-04-05T12:43:09,cash,91.0,adult
39211,91,2025-08-15T12:49:09,card,81.0,adult
39212,2016,2025-04-30T06:53:09,card,99.0,student
39213,10511,2025-05-11T01:49:09,card,69.0,student
39214,7356,2025-06-30T19:50:09,cash,138.0,adult
39215,8019,2025-04-03T11:36:09,card,64.0,adult
39216,7123,2025-05-24T06:12:09,card,67.0,senior
39217,9819,2025-07-04T17:40:09,qr,75.0,adult
39218,3660,2025-06-23T08:16:09,qr,87.0,student
39219,5253,2025-04-13T18:30:09,card,50.0,adult
39220,10209,2025-06-21T02:51:09,qr,76.0,student
39221,1414,2025-07-16T03:55:09,cash,78.0,adult
39222,7165,2025-05-08T12:23:09,qr,93.0,student
39223,9999,2025-04-29T05:36:09,qr,69.0,adult
39224,9784,2025-08-03T12:28:09,card,117.0,adult
39225,4273,2025-04-13T04:30:09,card,74.0,student
39226,11086,2025-06-12T08:19:09,card,87.0,adult
39227,3190,2025-05-27T08:56:09,qr,77.0,student
39228,8102,2025-06-12T22:54:09,cash,128.0,adult
39229,2420,2025-06-19T11:16:09,card,69.0,adult
39230,3508,2025-07-14T21:56:09,cash,90.0,adult
39231,6234,2025-06-12T08:46:09,cash,72.0,adult
39232,8129,2025-05-29T07:54:09,qr,101.0,adult
39233,3343,2025-06-02T18:39:09,cash,97.0,adult
39234,5053,2025-03-28T04:41:09,card,79.0,adult
39235,4586,2025-08-28T18:33:09,card,94.0,student
39236,2177,2025-06-13T01:29:09,qr,95.0,adult
39237,6947,2025-06-20T05:57:09,qr,99.0,adult
39238,2092,2025-05-01T22:16:09,card,98.0,adult
39239,6110,2025-04-12T05:18:09,qr,97.0,adult
39240,1844,2025-09-06T04:33:09,card,60.0,adult
39241,6716,2025-04-14T20:20:09,card,79.0,adult
39242,5581,2025-04-28T20:00:09,qr,104.0,adult
39243,11771,2025-04-21T13:40:09,card,87.0,student
39244,7134,2025-05-07T01:28:09,cash,74.0,adult
39245,7408,2025-04-15T16:28:09,cash,87.0,adult
39246,11695,2025-04-02T00:18:09,card,59.0,adult
39247,3552,2025-05-10T07:28:09,card,106.0,student
39248,8079,2025-05-06T08:52:09,qr,113.0,adult
39249,3259,2025-05-09T20:34:09,card,76.0,adult
39250,2785,2025-06-02T01:17:09,card,96.0,adult
39251,588,2025-08-23T15:50:09,cash,73.0,student
39252,10024,2025-07-19T21:34:09,card,75.0,adult
39253,6059,2025-07-08T05:56:09,cash,121.0,adult
39254,11807,2025-08-21T13:29:09,cash,90.0,adult
39255,989,2025-07-18T15:46:09,card,85.0,adult
39256,4956,2025-07-17T08:03:09,card,58.0,adult
39257,11872,2025-08-15T08:11:09,card,113.0,adult
39258,10562,2025-04-14T23:47:09,cash,60.0,adult
39259,9208,2025-08-31T21:26:09,cash,67.0,adult
39260,8931,2025-06-22T14:41:09,card,54.0,student
39261,2374,2025-07-02T16:22:09,card,82.0,adult
39262,3794,2025-06-20T02:43:09,qr,122.0,senior
39263,8300,2025-05-05T01:57:09,card,82.0,student
39264,82,2025-07-11T16:35:09,cash,82.0,adult
39265,11495,2025-08-08T00:25:09,cash,86.0,adult
39266,8380,2025-09-08T09:43:09,cash,93.0,adult
39267,10423,2025-04-18T06:41:09,card,94.0,adult
39268,11585,2025-08-08T12:25:09,card,66.0,adult
39269,7677,2025-08-10T02:41:09,card,145.0,student
39270,1627,2025-05-03T05:46:09,card,108.0,adult
39271,1796,2025-05-13T02:30:09,card,102.0,student
39272,10982,2025-07-19T20:59:09,card,99.0,senior
39273,5543,2025-07-17T03:12:09,qr,116.0,senior
39274,2484,2025-08-07T19:18:09,card,109.0,student
39275,1604,2025-03-27T13:42:09,card,80.0,student
39276,6499,2025-06-19T09:40:09,card,91.0,adult
39277,6821,2025-03-29T21:27:09,card,113.0,adult
39278,6632,2025-06-12T21:21:09,card,103.0,student
39279,4775,2025-04-19T13:02:09,card,106.0,adult
39280,2650,2025-04-09T21:57:09,card,100.0,student
39281,1543,2025-07-13T10:02:09,card,74.0,adult
39282,288,2025-09-19T02:12:09,card,82.0,adult
39283,2320,2025-05-08T04:11:09,card,113.0,student
39284,2085,2025-09-01T17:27:09,card,94.0,adult
39285,1995,2025-08-04T13:35:09,qr,97.0,adult
39286,4687,2025-09-21T11:35:09,cash,133.0,adult
39287,6395,2025-03-28T08:19:09,cash,103.0,adult
39288,2271,2025-05-28T15:09:09,card,95.0,student
39289,6649,2025-04-26T04:19:09,card,118.0,adult
39290,8052,2025-05-01T06:24:09,card,111.0,adult
39291,4882,2025-07-18T23:13:09,card,94.0,adult
39292,5857,2025-04-20T23:56:09,cash,58.0,adult
39293,7083,2025-06-03T21:33:09,cash,105.0,adult
39294,4249,2025-05-03T21:19:09,card,107.0,adult
39295,4175,2025-05-29T16:13:09,card,109.0,adult
39296,2795,2025-06-16T00:27:09,card,88.0,adult
39297,7756,2025-06-17T14:56:09,qr,82.0,adult
39298,7948,2025-06-23T02:05:09,card,90.0,adult
39299,6777,2025-05-25T02:44:09,card,74.0,student
39300,10703,2025-06-04T10:29:09,card,84.0,adult
39301,2467,2025-04-11T11:33:09,card,104.0,student
39302,7810,2025-06-26T03:07:09,qr,83.0,adult
39303,3174,2025-08-23T11:07:09,card,82.0,student
39304,4908,2025-03-30T17:12:09,card,126.0,adult
39305,3385,2025-04-29T01:30:09,cash,83.0,adult
39306,336,2025-07-17T02:15:09,cash,76.0,adult
39307,6087,2025-08-03T01:12:09,card,72.0,adult
39308,9484,2025-09-07T15:30:09,card,86.0,student
39309,11781,2025-08-15T15:44:09,card,72.0,adult
39310,6297,2025-08-24T10:46:09,card,97.0,adult
39311,8615,2025-09-06T03:33:09,card,63.0,adult
39312,786,2025-08-20T05:47:09,card,53.0,adult
39313,332,2025-09-19T11:32:09,card,77.0,adult
39314,8728,2025-08-29T10:35:09,cash,95.0,adult
39315,5892,2025-05-01T21:07:09,cash,114.0,adult
39316,2761,2025-06-04T05:19:09,card,96.0,adult
39317,5744,2025-09-11T21:29:09,card,89.0,senior
39318,3587,2025-06-29T23:45:09,cash,50.0,adult
39319,2917,2025-09-04T06:03:09,card,113.0,adult
39320,7814,2025-07-20T22:48:09,card,71.0,adult
39321,7995,2025-04-02T17:58:09,card,79.0,adult
39322,2265,2025-06-07T06:48:09,card,50.0,student
39323,10654,2025-06-30T18:19:09,card,93.0,adult
39324,3863,2025-08-11T16:09:09,card,141.0,adult
39325,7547,2025-05-15T01:36:09,card,87.0,adult
39326,8373,2025-09-12T11:04:09,cash,74.0,student
39327,6066,2025-08-08T07:28:09,card,87.0,adult
39328,3783,2025-08-29T06:09:09,card,114.0,senior
39329,11126,2025-07-16T08:49:09,cash,108.0,adult
39330,1101,2025-04-07T07:47:09,cash,81.0,student
39331,4260,2025-08-13T04:08:09,cash,111.0,adult
39332,1201,2025-08-11T18:12:09,card,120.0,student
39333,7137,2025-06-20T07:45:09,card,112.0,adult
39334,6495,2025-03-27T22:09:09,cash,75.0,student
39335,5479,2025-06-08T17:24:09,cash,104.0,adult
39336,11981,2025-06-30T12:14:09,cash,86.0,adult
39337,9325,2025-05-31T21:12:09,cash,92.0,adult
39338,6279,2025-07-25T01:56:09,cash,76.0,adult
39339,9261,2025-08-17T18:21:09,card,61.0,student
39340,11729,2025-09-16T19:58:09,card,79.0,adult
39341,7874,2025-05-28T00:37:09,card,61.0,adult
39342,10879,2025-04-12T15:24:09,card,70.0,adult
39343,6050,2025-06-20T19:08:09,qr,86.0,adult
39344,10529,2025-07-20T13:32:09,card,80.0,adult
39345,3650,2025-04-11T23:24:09,cash,67.0,senior
39346,5367,2025-08-29T17:14:09,qr,62.0,adult
39347,8773,2025-04-15T17:25:09,card,94.0,adult
39348,6783,2025-05-11T09:38:09,cash,103.0,student
39349,4221,2025-09-13T02:06:09,card,87.0,adult
39350,7621,2025-04-16T03:34:09,card,86.0,adult
39351,1622,2025-06-11T18:53:09,qr,67.0,student
39352,103,2025-08-24T23:29:09,card,71.0,adult
39353,6501,2025-03-30T00:00:09,card,98.0,adult
39354,525,2025-05-03T16:26:09,card,65.0,adult
39355,242,2025-08-24T15:26:09,cash,86.0,adult
39356,11515,2025-07-24T10:29:09,card,76.0,student
39357,4534,2025-03-31T00:46:09,card,69.0,adult
39358,5278,2025-08-27T14:58:09,card,79.0,adult
39359,4642,2025-06-13T06:55:09,cash,118.0,adult
39360,10028,2025-07-12T17:54:09,card,94.0,adult
39361,4989,2025-05-16T00:09:09,cash,135.0,adult
